ID,MENO,PRIEZVISKO,VEK,POHLAVIE
12273,Tom,Smith,53,Woman
12274,Mike,Brown,28,Man
12275,Anna,Lee,50,Woman
12276,Emma,Johnson,54,Man
12277,Sam,Brown,22,Man
12278,Jane,Garcia,27,Man
12279,Chris,Jones,23,Man
12280,Jane,Brown,26,Woman
12281,Linda,Johnson,26,Woman
12282,Chris,Garcia,40,Man
12283,John,Doe,38,Man
12284,Anna,Garcia,28,Woman
12285,Mike,White,57,Woman
12286,Mike,Doe,37,Man
12287,Jane,Taylor,33,Man
12288,Sam,Johnson,28,Man
12289,Anna,Lee,37,Man
12290,Emma,Taylor,44,Man
12291,Jane,Jones,33,Woman
12292,John,Taylor,35,Woman
12293,Anna,Doe,35,Woman
12294,Mike,Brown,47,Woman
12295,John,Brown,47,Man
12296,Anna,Jones,39,Woman
12297,Sam,Doe,31,Man
12298,Anna,Smith,20,Woman
12299,Tom,Doe,56,Woman
12300,John,White,41,Man
12301,Lucy,Doe,47,Man
12302,Tom,Taylor,34,Man
12303,Jane,Johnson,34,Woman
12304,Anna,Johnson,40,Man
12305,Jane,Johnson,30,Woman
12306,John,Martinez,36,Man
12307,John,Jones,59,Man
12308,Emma,Martinez,49,Woman
12309,Lucy,Garcia,18,Man
12310,Sam,Doe,45,Man
12311,Anna,Smith,33,Woman
12312,Tom,Lee,22,Man
12313,Lucy,Smith,35,Woman
12314,John,Garcia,29,Woman
12315,Chris,Smith,25,Man
12316,John,White,23,Woman
12317,Chris,Lee,56,Woman
12318,Sam,Taylor,49,Woman
12319,John,White,42,Man
12320,Mike,Johnson,55,Woman
12321,John,Lee,24,Man
12322,Jane,Martinez,54,Man
12323,Sam,Doe,37,Man
12324,Tom,Smith,18,Man
12325,Chris,Taylor,24,Man
12326,Anna,White,20,Man
12327,Mike,Johnson,59,Woman
12328,Mike,Smith,19,Woman
12329,Chris,Doe,42,Woman
12330,John,Lee,41,Woman
12331,Linda,Lee,41,Man
12332,Anna,Brown,35,Man
12333,Emma,Lee,42,Woman
12334,Linda,Jones,31,Man
12335,Emma,Doe,60,Man
12336,Jane,Johnson,51,Woman
12337,Jane,Brown,41,Man
12338,Chris,Jones,58,Man
12339,Tom,Doe,39,Woman
12340,Anna,Taylor,29,Woman
12341,John,Garcia,42,Man
12342,Linda,Johnson,26,Woman
12343,Mike,Garcia,23,Man
12344,Emma,Jones,28,Man
12345,Tom,Smith,30,Man
12346,Emma,Johnson,40,Woman
12347,Mike,Johnson,39,Woman
12348,Tom,Jones,53,Woman
12349,Sam,White,21,Woman
12350,Lucy,Brown,29,Woman
12351,Linda,Brown,50,Woman
12352,Sam,Garcia,56,Man
12353,Anna,Jones,23,Man
12354,Emma,Martinez,37,Woman
12355,Emma,Taylor,24,Woman
12356,Lucy,Johnson,32,Man
12357,Chris,Doe,28,Woman
12358,Chris,Jones,36,Man
12359,Lucy,Garcia,42,Man
12360,Linda,Taylor,54,Man
12361,Sam,White,32,Woman
12362,Anna,Taylor,31,Man
12363,John,Lee,23,Woman
12364,Linda,Martinez,60,Man
12365,Chris,Doe,34,Man
12366,Linda,Smith,59,Man
12367,Jane,Martinez,21,Woman
12368,Mike,Brown,19,Woman
12369,Emma,Smith,52,Woman
12370,Tom,Martinez,55,Woman
12371,John,Brown,27,Man
12372,Chris,Smith,20,Woman
12373,Tom,Taylor,57,Woman
12374,John,Garcia,52,Woman
12375,John,Martinez,34,Man
12376,Lucy,Lee,57,Woman
12377,Jane,Jones,54,Woman
12378,John,Johnson,48,Woman
12379,Jane,Doe,24,Man
12380,Tom,Brown,25,Woman
12381,Tom,Johnson,50,Man
12382,Mike,Jones,47,Woman
12383,Anna,Lee,53,Woman
12384,John,Brown,32,Man
12385,Linda,Lee,26,Man
12386,Emma,White,55,Woman
12387,Anna,Lee,38,Woman
12388,Tom,Taylor,25,Woman
12389,Linda,Garcia,37,Woman
12390,Mike,Doe,29,Man
12391,Sam,Doe,27,Man
12392,Mike,Johnson,52,Man
12393,Emma,Doe,35,Woman
12394,Chris,Garcia,56,Man
12395,Lucy,Garcia,36,Woman
12396,Tom,Lee,37,Woman
12397,John,Smith,56,Woman
12398,Sam,Martinez,44,Woman
12399,Linda,Doe,27,Man
12400,Tom,Smith,46,Woman
12401,Emma,Doe,28,Woman
12402,Tom,Doe,59,Man
12403,Lucy,Doe,36,Man
12404,Jane,White,23,Man
12405,Mike,Smith,33,Man
12406,Chris,Martinez,28,Woman
12407,John,White,52,Man
12408,Tom,Martinez,38,Man
12409,Mike,Lee,59,Woman
12410,Lucy,White,44,Woman
12411,Anna,Smith,19,Man
12412,Mike,Taylor,35,Woman
12413,Emma,Jones,44,Man
12414,Chris,Brown,58,Woman
12415,Jane,Brown,42,Man
12416,Chris,Jones,54,Woman
12417,Jane,Smith,35,Woman
12418,Sam,Brown,21,Man
12419,John,Jones,39,Man
12420,Mike,Smith,34,Man
12421,Tom,Taylor,45,Man
12422,Tom,White,41,Man
12423,Chris,Doe,55,Man
12424,Anna,Johnson,24,Man
12425,John,Martinez,55,Man
12426,John,Taylor,30,Woman
12427,Mike,Brown,53,Woman
12428,Jane,Martinez,52,Man
12429,Anna,Doe,39,Man
12430,Lucy,Garcia,22,Woman
12431,Linda,Doe,45,Man
12432,Linda,Smith,59,Woman
12433,Chris,Smith,36,Man
12434,Tom,Taylor,36,Man
12435,Chris,Jones,22,Man
12436,Linda,Taylor,18,Woman
12437,John,Doe,57,Man
12438,Chris,Garcia,33,Man
12439,Emma,Brown,48,Woman
12440,John,Doe,24,Man
12441,Mike,Taylor,34,Woman
12442,Sam,Johnson,25,Man
12443,Sam,Doe,52,Man
12444,Anna,Doe,40,Man
12445,Anna,White,48,Woman
12446,Anna,Martinez,52,Man
12447,Emma,Jones,35,Woman
12448,Jane,Taylor,40,Man
12449,John,Jones,26,Woman
12450,Linda,White,58,Woman
12451,Linda,Doe,33,Man
12452,Chris,Doe,44,Woman
12453,Anna,Lee,43,Woman
12454,John,Martinez,48,Woman
12455,Jane,Brown,33,Man
12456,Sam,Smith,24,Woman
12457,Lucy,White,32,Woman
12458,Lucy,Garcia,27,Woman
12459,Chris,Garcia,32,Woman
12460,Emma,Jones,58,Man
12461,Lucy,Garcia,48,Man
12462,Sam,Brown,37,Woman
12463,Emma,Smith,41,Woman
12464,Linda,Brown,29,Woman
12465,Mike,Jones,50,Woman
12466,Anna,Jones,29,Woman
12467,Anna,Johnson,51,Man
12468,Sam,Brown,46,Woman
12469,Sam,Doe,58,Man
12470,Linda,Doe,32,Man
12471,Chris,Brown,57,Woman
12472,Chris,Jones,43,Woman
12473,Chris,Garcia,28,Woman
12474,Tom,White,20,Man
12475,Lucy,Lee,45,Woman
12476,Anna,Taylor,29,Man
12477,Jane,Lee,41,Woman
12478,John,Taylor,36,Woman
12479,Anna,Martinez,50,Woman
12480,Mike,Brown,19,Woman
12481,Sam,Brown,60,Man
12482,Anna,Brown,57,Man
12483,Lucy,Brown,53,Man
12484,Lucy,Taylor,55,Man
12485,Emma,Jones,27,Woman
12486,John,Brown,41,Woman
12487,Jane,Martinez,56,Woman
12488,Anna,Doe,24,Woman
12489,Linda,White,32,Woman
12490,Mike,Brown,43,Man
12491,Lucy,Smith,42,Woman
12492,Linda,White,45,Woman
12493,Linda,Smith,21,Man
12494,Chris,Doe,26,Woman
12495,Tom,Garcia,26,Woman
12496,Linda,Smith,41,Woman
12497,John,Garcia,30,Man
12498,Anna,White,29,Woman
12499,Chris,Garcia,28,Man
12500,Anna,Taylor,56,Woman
12501,Jane,Johnson,36,Man
12502,John,Johnson,24,Man
12503,Tom,Johnson,23,Man
12504,Jane,Garcia,31,Man
12505,Sam,Brown,25,Woman
12506,Chris,Smith,54,Man
12507,Sam,Johnson,52,Woman
12508,Emma,Brown,38,Woman
12509,Emma,Lee,51,Man
12510,Lucy,Johnson,23,Man
12511,Chris,Brown,33,Man
12512,Mike,Doe,60,Man
12513,Anna,Johnson,40,Woman
12514,Lucy,Johnson,41,Man
12515,Sam,Taylor,55,Man
12516,Linda,Garcia,34,Woman
12517,Linda,Jones,40,Man
12518,Linda,Lee,46,Woman
12519,Emma,Brown,34,Woman
12520,Tom,Lee,33,Woman
12521,Chris,Brown,46,Man
12522,Sam,White,32,Man
12523,Anna,Johnson,52,Woman
12524,John,Taylor,19,Woman
12525,Jane,Doe,29,Man
12526,Chris,White,39,Woman
12527,John,Garcia,48,Man
12528,Linda,Martinez,33,Woman
12529,Tom,Smith,43,Man
12530,Chris,Garcia,24,Man
12531,Chris,Brown,48,Man
12532,Chris,Lee,36,Woman
12533,Tom,White,21,Man
12534,Linda,Brown,37,Man
12535,Jane,Smith,18,Woman
12536,John,White,41,Man
12537,Mike,Brown,40,Woman
12538,Chris,Brown,31,Woman
12539,John,Garcia,50,Man
12540,Linda,Jones,39,Man
12541,Jane,Garcia,43,Woman
12542,Tom,Lee,20,Man
12543,Jane,Taylor,37,Man
12544,Chris,Doe,29,Woman
12545,Mike,Brown,51,Woman
12546,Lucy,Martinez,35,Man
12547,Sam,Garcia,22,Woman
12548,Chris,Taylor,39,Man
12549,Emma,White,22,Man
12550,Chris,Brown,35,Man
12551,Linda,White,52,Man
12552,Emma,Jones,21,Man
12553,Tom,Lee,48,Man
12554,Tom,Jones,49,Woman
12555,Sam,Lee,53,Woman
12556,John,Lee,42,Woman
12557,Tom,Garcia,42,Woman
12558,Tom,Brown,27,Man
12559,Sam,Taylor,42,Woman
12560,Anna,Doe,55,Woman
12561,Tom,Brown,38,Woman
12562,John,White,26,Woman
12563,Mike,Doe,29,Woman
12564,Jane,Taylor,34,Man
12565,Sam,Doe,32,Man
12566,Lucy,White,31,Woman
12567,Chris,Smith,24,Woman
12568,Mike,Smith,27,Man
12569,Sam,Doe,54,Woman
12570,Jane,White,57,Man
12571,Linda,Lee,54,Woman
12572,John,Garcia,22,Woman
12573,Emma,Garcia,58,Man
12574,Sam,Taylor,52,Man
12575,John,Johnson,25,Woman
12576,Anna,Jones,52,Man
12577,John,Taylor,52,Man
12578,Jane,Martinez,30,Man
12579,Anna,White,43,Man
12580,Linda,Doe,42,Woman
12581,Mike,Lee,21,Man
12582,John,Johnson,21,Woman
12583,Linda,Johnson,36,Woman
12584,Tom,Smith,23,Woman
12585,Lucy,Garcia,55,Man
12586,Chris,Garcia,22,Woman
12587,Sam,Johnson,40,Woman
12588,John,White,52,Man
12589,Emma,White,39,Woman
12590,Mike,Taylor,59,Woman
12591,Sam,Johnson,51,Woman
12592,Lucy,Smith,21,Man
12593,Sam,Garcia,58,Woman
12594,Mike,Garcia,30,Man
12595,John,Johnson,55,Man
12596,Anna,Smith,25,Woman
12597,Linda,Jones,43,Man
12598,Mike,Garcia,42,Man
12599,Chris,Taylor,44,Man
12600,Tom,Taylor,27,Man
12601,Jane,Doe,27,Woman
12602,Chris,Lee,46,Man
12603,John,White,52,Woman
12604,John,Johnson,40,Man
12605,Chris,Johnson,59,Man
12606,Emma,Jones,21,Man
12607,Emma,Johnson,43,Man
12608,Jane,Taylor,36,Woman
12609,Emma,Johnson,20,Man
12610,Tom,Taylor,26,Man
12611,Anna,Lee,44,Man
12612,Chris,Jones,60,Woman
12613,Lucy,White,49,Woman
12614,Chris,Brown,46,Man
12615,Sam,Johnson,30,Woman
12616,Lucy,Jones,56,Man
12617,Tom,Smith,48,Woman
12618,Linda,Garcia,49,Man
12619,John,Taylor,36,Woman
12620,Sam,Johnson,31,Man
12621,John,Jones,35,Man
12622,Tom,Martinez,18,Woman
12623,Tom,Johnson,35,Man
12624,Lucy,Taylor,58,Woman
12625,Chris,Taylor,36,Man
12626,Tom,Johnson,60,Woman
12627,Emma,Johnson,20,Woman
12628,Lucy,Doe,22,Woman
12629,Lucy,White,29,Man
12630,John,Jones,35,Man
12631,Sam,Lee,35,Woman
12632,John,Doe,38,Man
12633,Jane,Smith,42,Woman
12634,Chris,White,34,Woman
12635,Mike,Brown,48,Woman
12636,Jane,Doe,24,Woman
12637,Jane,Doe,55,Man
12638,Chris,Lee,42,Man
12639,Lucy,Jones,35,Woman
12640,Mike,Martinez,25,Woman
12641,Mike,Jones,58,Man
12642,Sam,Johnson,36,Man
12643,Linda,Garcia,53,Woman
12644,Sam,Garcia,27,Man
12645,Anna,White,28,Man
12646,Tom,Jones,48,Woman
12647,Chris,Garcia,57,Man
12648,Lucy,Martinez,43,Man
12649,Anna,Taylor,36,Woman
12650,Sam,Taylor,26,Man
12651,Jane,Doe,41,Woman
12652,John,Lee,26,Man
12653,Mike,Garcia,23,Man
12654,Linda,Garcia,52,Man
12655,Mike,White,60,Woman
12656,Chris,Jones,32,Woman
12657,John,Jones,35,Man
12658,Mike,Martinez,33,Woman
12659,Chris,Taylor,50,Woman
12660,Chris,White,27,Man
12661,Chris,White,40,Woman
12662,Jane,Doe,50,Man
12663,Chris,Brown,33,Woman
12664,Sam,Jones,21,Man
12665,Linda,Jones,26,Woman
12666,Mike,Martinez,35,Woman
12667,Linda,Garcia,46,Man
12668,Emma,Lee,30,Man
12669,Anna,Martinez,32,Man
12670,Linda,White,47,Woman
12671,Mike,White,51,Woman
12672,Anna,Jones,59,Man
12673,Jane,White,37,Man
12674,John,Doe,38,Man
12675,John,Taylor,56,Woman
12676,John,Brown,49,Woman
12677,John,Lee,34,Man
12678,Chris,White,54,Woman
12679,Tom,Jones,57,Man
12680,Lucy,Smith,49,Man
12681,Lucy,Lee,28,Man
12682,Mike,Martinez,52,Woman
12683,Tom,Doe,42,Man
12684,Jane,Doe,60,Woman
12685,Jane,White,53,Woman
12686,Anna,Jones,22,Woman
12687,Lucy,Taylor,55,Woman
12688,Jane,Taylor,23,Man
12689,Linda,Martinez,19,Man
12690,Sam,Doe,27,Man
12691,Tom,Taylor,45,Woman
12692,Sam,Brown,35,Man
12693,Jane,Lee,45,Man
12694,John,Garcia,32,Man
12695,Chris,Doe,26,Woman
12696,Linda,Jones,25,Man
12697,Emma,Martinez,22,Woman
12698,Emma,Doe,45,Woman
12699,Tom,Garcia,53,Woman
12700,Emma,Taylor,32,Woman
12701,Tom,Garcia,19,Woman
12702,Chris,Jones,46,Man
12703,Mike,Smith,47,Man
12704,Linda,Jones,48,Woman
12705,Chris,Martinez,26,Woman
12706,John,Doe,25,Woman
12707,Mike,Jones,57,Woman
12708,Tom,Jones,40,Man
12709,Emma,Jones,58,Man
12710,Jane,Lee,55,Man
12711,Linda,Brown,38,Woman
12712,Emma,Jones,41,Man
12713,Mike,Garcia,30,Man
12714,John,Smith,26,Woman
12715,Sam,White,55,Man
12716,Chris,Martinez,46,Man
12717,Lucy,Brown,25,Woman
12718,Lucy,Smith,51,Man
12719,John,Lee,38,Woman
12720,Jane,Taylor,60,Woman
12721,Mike,Martinez,55,Woman
12722,Lucy,Jones,27,Man
12723,Sam,Martinez,48,Man
12724,Chris,Martinez,57,Man
12725,John,White,23,Woman
12726,Anna,Jones,50,Woman
12727,Jane,Jones,36,Man
12728,Chris,Smith,48,Woman
12729,Jane,Garcia,34,Woman
12730,Linda,Smith,45,Woman
12731,Emma,Smith,38,Man
12732,Lucy,Brown,27,Woman
12733,Sam,Smith,47,Man
12734,Anna,Smith,47,Woman
12735,Mike,Brown,31,Man
12736,Mike,Jones,19,Man
12737,Anna,Garcia,28,Man
12738,Sam,Smith,38,Woman
12739,Jane,Jones,23,Woman
12740,Emma,Taylor,22,Woman
12741,Jane,Jones,33,Man
12742,Tom,White,25,Woman
12743,Chris,Martinez,52,Man
12744,Tom,Jones,33,Man
12745,Sam,Taylor,59,Woman
12746,Tom,Taylor,52,Woman
12747,Tom,Taylor,55,Woman
12748,Jane,Brown,48,Man
12749,Tom,Doe,24,Man
12750,Chris,Johnson,26,Man
12751,Linda,Garcia,26,Woman
12752,Sam,Doe,43,Man
12753,Lucy,Brown,18,Woman
12754,Anna,Lee,30,Woman
12755,Lucy,Lee,19,Woman
12756,Linda,Martinez,39,Man
12757,John,White,29,Man
12758,Anna,Garcia,56,Man
12759,Mike,Jones,43,Man
12760,Tom,Lee,33,Woman
12761,Tom,Doe,21,Woman
12762,Jane,White,51,Woman
12763,Emma,Taylor,49,Woman
12764,Tom,Brown,39,Woman
12765,Tom,Garcia,56,Woman
12766,Linda,Taylor,36,Woman
12767,Lucy,Martinez,18,Man
12768,Sam,Martinez,32,Man
12769,Jane,Smith,24,Woman
12770,John,Martinez,47,Woman
12771,John,Smith,34,Woman
12772,Emma,Smith,54,Woman
12773,John,Doe,25,Woman
12774,Jane,Lee,30,Man
12775,Tom,Brown,18,Woman
12776,Mike,Smith,53,Woman
12777,Anna,Johnson,46,Woman
12778,John,White,44,Man
12779,Tom,Brown,33,Man
12780,Anna,Taylor,51,Man
12781,John,Garcia,47,Woman
12782,Linda,Johnson,57,Woman
12783,Chris,Smith,38,Woman
12784,Chris,Brown,43,Woman
12785,Lucy,Doe,20,Woman
12786,John,Doe,44,Man
12787,Chris,Taylor,44,Man
12788,Lucy,Smith,28,Woman
12789,Tom,Garcia,57,Man
12790,Tom,Johnson,24,Woman
12791,Sam,Doe,23,Woman
12792,Sam,Johnson,52,Man
12793,John,Johnson,47,Woman
12794,Sam,Smith,27,Woman
12795,Emma,Jones,51,Woman
12796,Lucy,Lee,33,Woman
12797,Mike,White,43,Woman
12798,Linda,Johnson,56,Woman
12799,Anna,White,45,Man
12800,Emma,Doe,51,Woman
12801,Jane,Doe,30,Man
12802,Sam,Lee,31,Woman
12803,Linda,Martinez,42,Woman
12804,Mike,Jones,43,Woman
12805,Tom,Jones,27,Man
12806,Lucy,Jones,41,Man
12807,Tom,Johnson,18,Man
12808,Sam,Taylor,35,Woman
12809,Anna,Johnson,58,Man
12810,Mike,Doe,60,Woman
12811,John,Doe,34,Woman
12812,John,Garcia,49,Man
12813,Tom,Martinez,28,Woman
12814,Chris,Jones,43,Woman
12815,Anna,White,33,Man
12816,Linda,Johnson,56,Woman
12817,Jane,Garcia,57,Woman
12818,Jane,Jones,56,Man
12819,Sam,Taylor,42,Woman
12820,John,Lee,57,Woman
12821,Lucy,Johnson,55,Woman
12822,Mike,White,56,Woman
12823,Tom,Doe,22,Woman
12824,Sam,Johnson,59,Man
12825,Lucy,Smith,19,Man
12826,Chris,Lee,36,Man
12827,Tom,Johnson,53,Woman
12828,Chris,Lee,33,Woman
12829,Mike,Jones,54,Man
12830,Mike,Lee,28,Man
12831,Linda,Doe,22,Man
12832,Lucy,Lee,18,Man
12833,Lucy,Garcia,37,Woman
12834,Lucy,Garcia,36,Woman
12835,Lucy,Doe,44,Woman
12836,John,Taylor,60,Woman
12837,Tom,Jones,32,Woman
12838,Lucy,Smith,38,Woman
12839,Emma,Jones,25,Man
12840,Lucy,Garcia,22,Woman
12841,Sam,White,25,Woman
12842,Jane,White,26,Man
12843,Sam,Garcia,23,Woman
12844,Jane,Smith,24,Man
12845,Jane,Johnson,46,Woman
12846,Jane,Johnson,55,Woman
12847,Emma,Smith,20,Man
12848,Anna,Garcia,38,Man
12849,Sam,Garcia,29,Woman
12850,Linda,Brown,54,Woman
12851,Mike,Brown,48,Man
12852,John,Taylor,20,Man
12853,Linda,Jones,23,Man
12854,Chris,White,31,Woman
12855,Lucy,Taylor,58,Man
12856,Chris,Lee,48,Man
12857,Sam,Doe,34,Man
12858,Mike,Garcia,55,Man
12859,John,Brown,21,Man
12860,Anna,Doe,27,Woman
12861,Anna,Brown,59,Woman
12862,Emma,Johnson,47,Man
12863,Chris,Brown,36,Woman
12864,Lucy,White,41,Woman
12865,Linda,Garcia,25,Man
12866,Chris,Lee,27,Man
12867,Lucy,Lee,49,Woman
12868,Sam,Smith,50,Woman
12869,Jane,Smith,26,Woman
12870,Tom,Lee,59,Woman
12871,Tom,Brown,45,Man
12872,Anna,Smith,18,Man
12873,Tom,Johnson,20,Woman
12874,Mike,White,53,Man
12875,Lucy,Johnson,20,Woman
12876,Linda,Lee,29,Man
12877,Chris,Smith,54,Man
12878,Sam,Jones,47,Woman
12879,Tom,Garcia,59,Man
12880,Tom,Taylor,57,Man
12881,Chris,Johnson,36,Woman
12882,John,Brown,35,Man
12883,Sam,White,37,Man
12884,John,White,26,Man
12885,Jane,White,25,Man
12886,Jane,Taylor,42,Woman
12887,Jane,Brown,46,Woman
12888,Emma,Doe,50,Man
12889,Emma,White,55,Man
12890,Linda,Doe,20,Woman
12891,Anna,Garcia,58,Man
12892,Sam,Garcia,35,Man
12893,Mike,Brown,36,Woman
12894,Sam,Taylor,53,Man
12895,Lucy,Garcia,21,Woman
12896,Jane,Lee,42,Man
12897,Emma,Smith,25,Man
12898,Linda,Garcia,57,Woman
12899,Lucy,Doe,59,Man
12900,John,Jones,56,Man
12901,Lucy,Brown,47,Man
12902,Jane,White,20,Man
12903,Emma,Garcia,19,Woman
12904,Mike,Johnson,39,Woman
12905,Anna,Taylor,43,Man
12906,Mike,Martinez,26,Man
12907,Jane,Johnson,42,Man
12908,Sam,Taylor,46,Woman
12909,Anna,Garcia,19,Man
12910,Jane,Lee,50,Man
12911,Chris,Smith,37,Woman
12912,Jane,Smith,37,Woman
12913,Jane,Lee,24,Woman
12914,Anna,Johnson,55,Woman
12915,Sam,Smith,54,Woman
12916,Linda,Smith,45,Man
12917,Anna,Martinez,57,Man
12918,Mike,Taylor,26,Man
12919,Chris,Garcia,37,Man
12920,Sam,Smith,56,Man
12921,Jane,Smith,54,Woman
12922,Emma,Smith,37,Woman
12923,Chris,Brown,21,Man
12924,John,Doe,55,Man
12925,Mike,Doe,18,Man
12926,Chris,Jones,44,Man
12927,Linda,Doe,50,Woman
12928,Chris,Taylor,58,Man
12929,Lucy,Johnson,56,Man
12930,Linda,Brown,59,Man
12931,Jane,Johnson,34,Man
12932,Mike,Johnson,56,Man
12933,Linda,Smith,56,Man
12934,Tom,Jones,56,Woman
12935,Jane,Martinez,57,Woman
12936,Mike,Doe,54,Man
12937,Mike,Jones,44,Woman
12938,Lucy,Martinez,52,Woman
12939,Tom,Brown,52,Man
12940,Lucy,Johnson,60,Man
12941,Jane,Jones,35,Woman
12942,Chris,Johnson,45,Man
12943,Mike,Lee,23,Man
12944,John,Johnson,27,Woman
12945,Mike,White,58,Woman
12946,Sam,Taylor,51,Woman
12947,Emma,Martinez,22,Woman
12948,Chris,Jones,40,Woman
12949,Sam,White,20,Woman
12950,Lucy,Taylor,44,Man
12951,Emma,Taylor,53,Man
12952,Mike,Garcia,27,Woman
12953,John,Lee,30,Woman
12954,Emma,Smith,26,Man
12955,Lucy,Lee,54,Man
12956,John,Smith,46,Woman
12957,Jane,Doe,49,Woman
12958,Lucy,White,37,Man
12959,John,Martinez,52,Man
12960,Jane,Johnson,47,Woman
12961,Anna,Martinez,26,Woman
12962,Tom,Doe,54,Man
12963,Tom,Johnson,43,Man
12964,Jane,Lee,55,Man
12965,Lucy,Taylor,20,Man
12966,Lucy,Garcia,19,Man
12967,Tom,Doe,41,Woman
12968,Mike,Brown,44,Man
12969,Lucy,White,51,Man
12970,Anna,Martinez,21,Woman
12971,Chris,Martinez,24,Woman
12972,Anna,White,51,Woman
12973,Tom,Johnson,32,Woman
12974,Sam,Taylor,43,Woman
12975,Anna,Taylor,18,Woman
12976,Anna,Lee,52,Woman
12977,Anna,Doe,31,Man
12978,Tom,Garcia,37,Woman
12979,Chris,White,23,Man
12980,Chris,Smith,43,Woman
12981,Emma,Lee,32,Man
12982,Lucy,Doe,20,Man
12983,Anna,Lee,54,Woman
12984,John,Johnson,37,Woman
12985,Tom,Brown,35,Man
12986,Anna,White,59,Man
12987,Lucy,Lee,44,Man
12988,John,Doe,60,Woman
12989,Linda,Smith,34,Man
12990,Jane,Brown,60,Man
12991,Chris,Taylor,28,Woman
12992,Tom,Jones,48,Man
12993,Mike,Brown,42,Woman
12994,Sam,Jones,45,Woman
12995,Anna,Martinez,25,Woman
12996,Chris,White,21,Man
12997,Anna,Doe,54,Man
12998,Lucy,White,44,Woman
12999,Anna,Johnson,47,Man
13000,Mike,Doe,50,Woman
13001,Jane,Martinez,55,Woman
13002,Mike,Brown,53,Man
13003,Chris,Taylor,41,Man
13004,Tom,Brown,59,Woman
13005,Linda,Garcia,27,Man
13006,Lucy,Martinez,27,Man
13007,Emma,Jones,40,Woman
13008,Linda,Johnson,32,Man
13009,Linda,Brown,32,Man
13010,Jane,Johnson,49,Man
13011,Tom,Jones,51,Woman
13012,Anna,Lee,41,Woman
13013,Mike,Smith,22,Woman
13014,Emma,Doe,35,Woman
13015,Mike,Taylor,60,Man
13016,Linda,Garcia,32,Man
13017,Linda,Johnson,34,Woman
13018,Anna,Taylor,58,Woman
13019,Emma,Brown,38,Man
13020,Emma,White,36,Woman
13021,Tom,Garcia,41,Woman
13022,Sam,Garcia,30,Man
13023,Mike,Smith,46,Woman
13024,Linda,Brown,47,Man
13025,Tom,Brown,46,Woman
13026,Tom,White,42,Man
13027,Jane,Doe,37,Man
13028,Chris,Garcia,37,Man
13029,Linda,Smith,49,Woman
13030,Chris,Taylor,54,Man
13031,Mike,Jones,24,Woman
13032,Anna,Smith,44,Man
13033,Lucy,Garcia,42,Man
13034,Anna,Lee,47,Woman
13035,Anna,Martinez,38,Woman
13036,Lucy,Garcia,32,Man
13037,Jane,Martinez,41,Man
13038,Sam,Taylor,41,Woman
13039,Tom,Brown,41,Woman
13040,John,Smith,24,Woman
13041,Linda,Brown,33,Man
13042,Sam,Doe,36,Woman
13043,Linda,White,42,Man
13044,Sam,Taylor,46,Woman
13045,Lucy,Taylor,34,Woman
13046,Linda,White,53,Man
13047,Lucy,Martinez,28,Man
13048,Linda,Johnson,26,Man
13049,Sam,Brown,18,Man
13050,John,Taylor,31,Man
13051,Lucy,Lee,48,Man
13052,Lucy,Martinez,52,Woman
13053,Tom,Garcia,53,Woman
13054,Chris,Jones,60,Woman
13055,Emma,Taylor,22,Man
13056,Mike,Lee,42,Man
13057,John,Martinez,20,Man
13058,John,Smith,50,Woman
13059,Chris,Smith,35,Man
13060,Jane,Doe,39,Man
13061,Emma,Garcia,28,Woman
13062,Chris,Lee,55,Man
13063,Sam,Doe,39,Man
13064,Lucy,Johnson,24,Man
13065,Emma,Smith,30,Man
13066,Jane,Taylor,34,Woman
13067,Linda,Garcia,37,Woman
13068,Lucy,Smith,45,Woman
13069,Jane,Taylor,53,Woman
13070,Emma,Brown,39,Man
13071,Lucy,Johnson,51,Woman
13072,Emma,Brown,19,Man
13073,Jane,White,34,Man
13074,Jane,Martinez,47,Man
13075,Mike,Lee,26,Man
13076,Linda,White,36,Man
13077,Jane,Taylor,55,Woman
13078,John,Brown,49,Woman
13079,Emma,Taylor,36,Woman
13080,Jane,Jones,59,Woman
13081,Tom,Jones,45,Woman
13082,John,Garcia,55,Woman
13083,Jane,Jones,35,Woman
13084,John,Garcia,55,Man
13085,Anna,Smith,59,Woman
13086,Anna,Johnson,30,Woman
13087,Linda,Smith,31,Man
13088,Anna,Taylor,27,Woman
13089,Anna,Martinez,44,Man
13090,Anna,Martinez,54,Man
13091,Anna,Jones,34,Man
13092,Tom,Lee,60,Man
13093,Mike,Brown,24,Woman
13094,Sam,White,53,Man
13095,John,Brown,54,Woman
13096,Jane,Lee,44,Man
13097,Mike,Jones,19,Man
13098,Chris,Garcia,51,Man
13099,Jane,White,29,Man
13100,Mike,Jones,25,Man
13101,Emma,Jones,35,Woman
13102,Jane,Jones,39,Woman
13103,Lucy,Jones,51,Woman
13104,Sam,Brown,50,Woman
13105,Sam,Johnson,29,Woman
13106,Chris,Martinez,48,Man
13107,Linda,Jones,38,Man
13108,Sam,Taylor,47,Man
13109,Mike,Brown,47,Man
13110,Emma,Jones,28,Man
13111,Linda,Smith,46,Woman
13112,Sam,Taylor,43,Woman
13113,Anna,Taylor,58,Man
13114,Linda,White,52,Man
13115,Tom,Taylor,33,Man
